"replication","scenario","model","repair_multiplier","harm_multiplier","repair_log_loss","harm_log_loss","final_log_loss","final_brier","decision_regret","optimal_choice_rate"
5,"A","decomposition",0.798078203257098,0.357137460186655,0.106923484108132,0.0332712891010833,0.669000259886599,0.238124641862047,0.00011401733513491,0.9
6,"A","input",0.0531060017060387,0.00455867213482113,0.112130234682453,0.0271390338748179,0.68054202672501,0.243761443004008,0.00745733016602302,0.15
6,"A","conditional",0.145532413073946,0.0700183372549537,0.112442505026161,0.0270092976569466,0.68042189459935,0.243703400055538,0.00724234701725966,0.166666666666667
6,"A","decomposition",0.780318894498988,0.344413726588773,0.104611218366299,0.0256209280379188,0.68029958342621,0.243644426380995,0.000134897345388723,0.933333333333333
7,"A","input",0.0474063886216355,0.00320415052698509,0.0872702488249829,0.0171946128539736,0.67279552804558,0.240041193337518,0.00547974847307237,0.116666666666667
7,"A","conditional",0.14321945617885,0.0514537416303058,0.086754895904391,0.0165402519469696,0.672778354703996,0.240030451479882,0.00533695852544608,0.15
7,"A","decomposition",0.830022481983314,0.270942188325675,0.0825563341801263,0.0162911462944019,0.672624394582723,0.239958801870441,9.67414738441067e-05,0.933333333333333
8,"A","input",0.0539830268473577,0.0042696227727355,0.110858623625314,0.0252944384993715,0.672634787062514,0.23994702957415,0.0062440404302652,0.133333333333333
8,"A","conditional",0.158615191246403,0.0603953754501652,0.111315404432353,0.0250433643095691,0.672645774378205,0.239950943488644,0.0059970806129239,0.15
8,"A","decomposition",0.859371951034379,0.28910259179909,0.103913815184844,0.023648248249565,0.672537789178403,0.239894574129299,4.50721696561231e-05,0.933333333333333
9,"A","input",0.0654142624704636,0.00394700730876178,0.117640156419806,0.0342870480550663,0.680763718298517,0.243877523197632,0.00501459399347813,0.283333333333333
9,"A","conditional",0.183806810469786,0.058984665397274,0.116879199841437,0.0339706680952074,0.680749435393163,0.243869676792358,0.00488628494739339,0.3
9,"A","decomposition",0.873109702612463,0.266193140533734,0.11099694189652,0.0330769648357574,0.68067955872655,0.243836636915617,6.34580320930676e-05,0.95
10,"A","input",0.0449806050790729,0.00324741024188552,0.0852207993749055,0.0225065433598904,0.666470684327658,0.236985225928039,0.00551283455595439,0.266666666666667
10,"A","conditional",0.137065214617108,0.0496106640590682,0.085102372258139,0.022005854258442,0.666511662941669,0.237003624897459,0.00537508227075664,0.3
10,"A","decomposition",0.862487526418181,0.27269443740704,0.0782648524846438,0.0213007755208449,0.666349941524796,0.2369292836,3.77041647495977e-05,0.916666666666667
11,"A","input",0.0537721459217945,0.00278219597567546,0.110254761105954,0.030118345816502,0.670884255465876,0.239080563617368,0.00806748415537822,0.15
11,"A","conditional",0.148602967122084,0.0415133145418268,0.109798004832098,0.0297586413175072,0.670809071194458,0.239042699136756,0.007920201322557,0.183333333333333
11,"A","decomposition",0.877215743426491,0.213223048085972,0.103167984152127,0.0290976042400334,0.670569290767284,0.238927439374704,4.41961832201576e-06,0.983333333333333
12,"A","input",0.0604381931146792,0.00404667477442497,0.11123495404719,0.0139366763319747,0.681219997236098,0.244092363872591,0.00657202128614951,0.266666666666667
12,"A","conditional",0.17112387998339,0.0704274415612748,0.110210032131559,0.0136004684858234,0.681166605977908,0.244072740356437,0.00642431718562867,0.25
12,"A","decomposition",0.875545204247047,0.323279603500432,0.10288999987198,0.0138659880005212,0.681199225795473,0.244086863964345,5.81058251345699e-05,0.966666666666667
13,"A","input",0.0511711907029605,0.00421684277152243,0.107517660635514,0.0331254123041833,0.669497221213576,0.238387881829984,0.00560361076962882,0.216666666666667
13,"A","conditional",0.156578368857847,0.063272014324331,0.106815865331703,0.032908014786349,0.669557866188366,0.238415719656306,0.00522700493997859,0.283333333333333
13,"A","decomposition",0.823156796246474,0.300707820219368,0.101982769522625,0.0312927355316445,0.66947697073231,0.238379274361945,5.95116042789723e-06,0.966666666666667
14,"A","input",0.0439504550980791,0.00399817456406999,0.0906925090035053,0.0398844348956374,0.674975877989383,0.241069488813361,0.00632621217085567,0.316666666666667
14,"A","conditional",0.12957287405774,0.0589206334050327,0.0913858524481735,0.0395175510020859,0.675051745534415,0.241106389418827,0.00611767920119475,0.316666666666667
14,"A","decomposition",0.761880967755618,0.312731570904878,0.0841913046634342,0.0362770478525004,0.674844438887459,0.241004029295947,0.000164113363733989,0.9
15,"A","input",0.0456771044127359,0.00384482297388492,0.106131820051258,0.0258069404978789,0.673713928442121,0.240463901785301,0.00843432557084124,0.0833333333333333
15,"A","conditional",0.133492782786013,0.0596350586270909,0.105590509681989,0.0256425951570999,0.673675067892678,0.240447209776237,0.00812419694756645,0.1
15,"A","decomposition",0.805716203515483,0.334548784414166,0.0972612827517666,0.0230744640420356,0.673492431120396,0.240360793217311,0.000116930677533683,0.933333333333333
16,"A","input",0.0498624578676127,0.003227027364562,0.0877041702079601,0.0240128806522986,0.679676229310304,0.243333405333472,0.0051828939839882,0.166666666666667
16,"A","conditional",0.140010232410511,0.0500842219336541,0.0871233206763715,0.0236927573676752,0.679691212673365,0.243342472916539,0.00501234777144051,0.166666666666667
16,"A","decomposition",0.861939472092978,0.281533707177796,0.0813530591217424,0.0224557678025874,0.679745798385973,0.243366713680702,3.152350401928e-05,0.95
17,"A","input",0.059484416981354,0.00336254114916442,0.122025993795261,0.0257405514103674,0.677334427996425,0.242231364648566,0.00461685005829696,0.216666666666667
17,"A","conditional",0.171039135717525,0.0604277945506118,0.120750908186511,0.0252204513836321,0.677142587372931,0.242134010950138,0.00429261576906464,0.3
17,"A","decomposition",0.76774189578503,0.255156712243295,0.114365161301048,0.0245343027301657,0.677086330447945,0.24210751631831,9.57120083243788e-05,0.95
18,"A","input",0.0657043166311196,0.00449544484428483,0.133716579332937,0.0377221571489314,0.676972249059452,0.242073893493375,0.00909847237101687,0.133333333333333
18,"A","conditional",0.17808202458505,0.0713372858924237,0.133621444962755,0.0369299781816255,0.67692027672598,0.242047784391353,0.00893513653393308,0.183333333333333
18,"A","decomposition",0.862705509929552,0.303205152620316,0.126554659518637,0.035290362550945,0.67652900267336,0.241858865996838,0.000213881823947943,0.866666666666667
19,"A","input",0.0484521101339828,0.00335203268449262,0.103683458328663,0.0325483145465162,0.659870010851396,0.233924212934334,0.00682604320643314,0.166666666666667
19,"A","conditional",0.133377428125175,0.0482956165296553,0.103813186778025,0.0319653927373917,0.660011842277468,0.233983367032338,0.00652957076314468,0.216666666666667
19,"A","decomposition",0.805829265368093,0.237620368487143,0.0975544165384338,0.0303497636018383,0.659690871063394,0.233846419607212,0.000107443356425579,0.916666666666667
20,"A","input",0.0419140208503347,0.00236110295200338,0.108698531005769,0.0334158666164999,0.670125056842493,0.238736765950206,0.00744028289164131,0.05
20,"A","conditional",0.128516053733305,0.0354852227084918,0.108718565606568,0.0334177705690393,0.670100781446376,0.238724820771399,0.00723931442336641,0.05
20,"A","decomposition",0.768367307058948,0.200337281582861,0.100548338043065,0.0314258805292035,0.670123735815859,0.238731586666703,1.64415206284e-05,0.966666666666667
21,"A","input",0.0445409652482062,0.00300663527405921,0.0825497140341129,0.0314453667824887,0.673374282775288,0.240260825433693,0.00398575623081059,0.3
21,"A","conditional",0.142115558381885,0.0458095015522994,0.0818261954136868,0.030854589414573,0.673368151213091,0.240257750739437,0.00370163742277344,0.333333333333333
21,"A","decomposition",0.786444396275798,0.254080924024343,0.0763465289810268,0.0289152668783766,0.673175784346448,0.240164354819177,2.29719095114387e-05,0.933333333333333
22,"A","input",0.0448401487563332,0.0020221008082744,0.0912274457982165,0.030123804361827,0.678466810959998,0.242729587008463,0.00753823845239575,0.133333333333333
22,"A","conditional",0.133102202483272,0.0341086736134525,0.0927988189061113,0.029660012875846,0.678514392167977,0.242752651404747,0.00709199232433126,0.15
22,"A","decomposition",0.844777105115411,0.18899417358615,0.0871324678243545,0.0281522863037212,0.678532076768911,0.242762733230874,9.46492539338595e-05,0.9
23,"A","input",0.0470358685992605,0.00349442604467736,0.109992381733572,0.023944222916279,0.675405885751043,0.241347158013517,0.00680692455295517,0.116666666666667
23,"A","conditional",0.137174929564883,0.0494489238797988,0.109275229370356,0.0233278745746864,0.67541733881756,0.241349356124437,0.00652311310104957,0.15
23,"A","decomposition",0.837727414169294,0.255320288951825,0.103332249624909,0.021738433610425,0.675279157266697,0.241286304561157,1.08224633005342e-05,0.966666666666667
24,"A","input",0.0588408984366678,0.00400927043538922,0.100764557966411,0.0260904569685141,0.672435730368466,0.23983966968181,0.00576675168130573,0.2
24,"A","conditional",0.164823305557826,0.0620148201898445,0.101020145613407,0.0257520050694089,0.672503465605127,0.239870801090217,0.00566205461963805,0.25
24,"A","decomposition",0.927173210972948,0.30401487361426,0.0935771326907389,0.0240378907057414,0.672347963451373,0.239794853285951,5.78532239681064e-05,0.916666666666667
25,"A","input",0.0693970571024602,0.00562159794039489,0.126744848957954,0.0321529980900207,0.673246482561385,0.240183393160462,0.00605362702166753,0.2
25,"A","conditional",0.185169719195942,0.0795071265039269,0.12715388051677,0.0311514990823659,0.673292315148124,0.240206166416151,0.00592869248398735,0.216666666666667
25,"A","decomposition",0.884367596535184,0.336946214370547,0.121596618957979,0.0297434145511399,0.673136606594773,0.24012964064088,0.000194523676358244,0.9
26,"A","input",0.0571574786096279,0.00446907267905149,0.11048438831824,0.030644421074638,0.679767590458414,0.243425965980473,0.00632792393272032,0.2
26,"A","conditional",0.17032495759018,0.0692416968671001,0.109617867737387,0.0302057178100475,0.679730359856803,0.243406732843094,0.00602246548125635,0.266666666666667
26,"A","decomposition",0.769096175959513,0.293179304781685,0.106893900338655,0.0288190220647788,0.679717016387075,0.243397641396444,4.59528781775483e-05,0.9
27,"A","input",0.0467552156037433,0.00397812546624718,0.0984570272166136,0.0311545128733581,0.676629528121844,0.241825107728747,0.00763117763917109,0.166666666666667
27,"A","conditional",0.137994315432145,0.0590334019609055,0.0993179998867499,0.030605021495858,0.676692007195873,0.241853816167348,0.00727294951886825,0.183333333333333
27,"A","decomposition",0.843621716988564,0.309314436858782,0.0891662020165752,0.028592743562089,0.676513420090835,0.241768160362624,0.000113225276248223,0.933333333333333
28,"A","input",0.0583160182471994,0.00412103431669541,0.0907974928818514,0.0224425201107815,0.674483452038172,0.240788697285852,0.00510839748646573,0.333333333333333
28,"A","conditional",0.157102441292044,0.0594791863551666,0.0921045384666282,0.0222246528402703,0.674479232959855,0.240787355535564,0.00498504712378883,0.416666666666667
28,"A","decomposition",0.880594758630946,0.294091482253279,0.0859169205619612,0.0216139094231456,0.674285866182545,0.240694658216701,0.000139109364856441,0.866666666666667
29,"A","input",0.0495546999117504,0.00366902384422214,0.100091382253888,0.0355175545372197,0.674574408431478,0.240837527655635,0.00564751039121892,0.2
29,"A","conditional",0.147848004507863,0.0532401174957821,0.099884482574331,0.0352974003424398,0.674594222251605,0.240846945582173,0.00544421112737193,0.25
29,"A","decomposition",0.8218021645494,0.259322122619468,0.0930036989085795,0.0348559202780286,0.674367013942372,0.240741484054666,9.90538739442196e-06,0.95
30,"A","input",0.0593344364920879,0.00402694226617528,0.0989716832985227,0.0335784713637024,0.673983474441002,0.240597810719487,0.00659307464528133,0.2
30,"A","conditional",0.179900773701478,0.0629751521320545,0.0980223238976889,0.0333235858398278,0.673944020175442,0.240579851917166,0.00607989895288814,0.233333333333333
30,"A","decomposition",0.81704146583582,0.265609300759195,0.0929469250062058,0.0317954872093924,0.674163698807494,0.240685195231966,4.64038375146516e-05,0.933333333333333
31,"A","input",0.0495441328556781,0.00291276180573664,0.101313781228488,0.0285317178104986,0.669771236233648,0.238570249616316,0.00791813366082931,0.183333333333333
31,"A","conditional",0.147147124234566,0.0441644337649104,0.101776707299171,0.0283726241275907,0.669926998048549,0.238639727817084,0.00743648804710056,0.283333333333333
31,"A","decomposition",0.77591150258374,0.202118882222506,0.0949291794442762,0.0262862572313176,0.66937885767436,0.23838941714071,7.59403335285791e-05,0.916666666666667
32,"A","input",0.0691714877820356,0.00400166056442652,0.113564969462883,0.0210975100927915,0.673406993354027,0.240314490794823,0.00636591051445387,0.266666666666667
32,"A","conditional",0.169163727028608,0.0569303120132348,0.113495247034631,0.0204794818069284,0.673468525906937,0.240342230023945,0.00616417075931977,0.316666666666667
32,"A","decomposition",0.861043029047598,0.268805660888185,0.109790323291971,0.0205662182746962,0.673195755400997,0.240209775304951,0.000134121106292776,0.916666666666667
33,"A","input",0.0473839730448994,0.00364227371322886,0.104779872475666,0.01857532578171,0.679863978435365,0.243426239591656,0.00899659516022735,0.0333333333333333
33,"A","conditional",0.131298522895326,0.0504545628546419,0.104061597098187,0.0184446673259993,0.679796399757004,0.243392993767789,0.00864530668949548,0.0333333333333333
33,"A","decomposition",0.858342944389336,0.29365850334653,0.0954132824721719,0.0180874925664935,0.679731155513361,0.243359623630195,0,1
34,"A","input",0.0497312620924118,0.00391037998249592,0.0901883460029077,0.0262742661648375,0.678895230298651,0.242956530498921,0.00626327497826876,0.183333333333333
34,"A","conditional",0.134958215550263,0.0573013096543458,0.0903089511854784,0.0261066286947938,0.678809278619925,0.242914481344291,0.00617443048041201,0.183333333333333
34,"A","decomposition",0.855347745916123,0.32008145605839,0.0853893532737072,0.0254812245475707,0.678743130455432,0.242886217618777,4.01330960768988e-05,0.933333333333333
35,"A","input",0.0484737302722862,0.00254028786335621,0.114531675826125,0.01919098249163,0.674451787908527,0.240804675920036,0.00950572300033924,0.1
35,"A","conditional",0.134837499239007,0.0429088635163881,0.112661933492853,0.0191063130600696,0.674436567054802,0.240798711878752,0.00920205056269526,0.183333333333333
35,"A","decomposition",0.878471003396497,0.244265569810536,0.10557699675666,0.0180917843859915,0.674191426725618,0.240679152986873,2.14327865979534e-05,0.95
36,"A","input",0.046510627321237,0.00288806384488573,0.102368184373353,0.0322171254803887,0.674691528929992,0.240896414982126,0.00744088694198101,0.2
36,"A","conditional",0.127541344607985,0.0449426363597531,0.103785246429766,0.0317259307121864,0.67475566471509,0.240927516301734,0.00728730552827384,0.25
36,"A","decomposition",0.815418460504095,0.248837697554493,0.0948484019507326,0.0299320360735072,0.67440753484748,0.240758458042865,5.38583845218395e-06,0.983333333333333
37,"A","input",0.0548304977681035,0.00367501218960718,0.109432427252433,0.0291912502668397,0.683412403464548,0.245156592715588,0.00887890936343547,0.116666666666667
37,"A","conditional",0.147027611721288,0.0541884162548409,0.109306239483896,0.0286749451896842,0.68334464889474,0.245122115712387,0.00865397207958997,0.15
37,"A","decomposition",0.848790446227679,0.281932330593428,0.101419163168405,0.0263877209559933,0.682958524273794,0.244931374787789,0,1
38,"A","input",0.0486654016545835,0.00428588713392726,0.0940861345094327,0.0331211963833495,0.682118288479904,0.244512908363558,0.00611924712433696,0.15
38,"A","conditional",0.142385605017268,0.0590205240769772,0.0935532665200927,0.0329119210630142,0.682077733940675,0.244493263643939,0.00588272847599854,0.166666666666667
38,"A","decomposition",0.757582287866287,0.286142107820827,0.0888512914029128,0.0322235753698606,0.681927573063957,0.244418791243082,0.000114008661003222,0.883333333333333
39,"A","input",0.0523892544713401,0.00443711589957878,0.115052761599734,0.02993635319566,0.679250465716749,0.243127704922672,0.0052922079687773,0.183333333333333
39,"A","conditional",0.160343962362806,0.066543074622751,0.11387999189439,0.0296311720827987,0.679207036328062,0.24310854878297,0.0049994569836655,0.25
39,"A","decomposition",0.74745773323038,0.302702349909397,0.10827957257578,0.0285182827136097,0.679249987277245,0.243129590705416,0.000172417012961502,0.916666666666667
40,"A","input",0.0608358989070739,0.00371234856408788,0.126400378705987,0.0254262756052467,0.680167816836035,0.24357853516178,0.00593626069735557,0.233333333333333
40,"A","conditional",0.164808226695447,0.0548711091090253,0.12287735206509,0.0253622938593221,0.680090338119111,0.243544042589862,0.00570366453205097,0.316666666666667
40,"A","decomposition",0.792565126654854,0.271951719570803,0.116138209761985,0.024069542207753,0.679833379261127,0.243418905534466,0.000190888998220611,0.883333333333333
41,"A","input",0.0616073153010372,0.00330714634174175,0.119415953112395,0.0257668283926416,0.677254304316623,0.2421346537038,0.00617657085994172,0.233333333333333
41,"A","conditional",0.174789685403799,0.0519352662374065,0.117882594861233,0.0262440125631922,0.677199936972822,0.242107294526211,0.00595251342888505,0.266666666666667
41,"A","decomposition",0.832982868630591,0.230011762025649,0.110366359823371,0.0249533798068856,0.677138724899955,0.242077772440735,6.13967278302772e-05,0.95
42,"A","input",0.0458728309134805,0.00323253801080306,0.093692385145521,0.0310509370154031,0.680445422261156,0.243732644412269,0.00838765515357557,0.0833333333333333
42,"A","conditional",0.133662875159906,0.0457886005818807,0.0938528550593601,0.0307075026309276,0.680519955099744,0.243766483498689,0.00808935031930406,0.116666666666667
42,"A","decomposition",0.823044868301819,0.256578558227556,0.0884106587341434,0.0298334847837393,0.680416258473433,0.243715331820443,0.000187032246811937,0.916666666666667
43,"A","input",0.0626275209689412,0.0039644855060997,0.111333698494072,0.0285596709746294,0.681526430777008,0.244239144724557,0.00645972961091412,0.2
43,"A","conditional",0.175567970483043,0.0657332648228899,0.110986952217578,0.0287228053614676,0.681600329206941,0.244273964055553,0.00614805709854219,0.233333333333333
43,"A","decomposition",0.841438102295166,0.295253761982398,0.106782316172665,0.0281831631234575,0.6815486425296,0.244249205455955,6.87761622314736e-05,0.916666666666667
44,"A","input",0.0545094133877014,0.00341248036280206,0.108968704293653,0.0270501746237106,0.668677574678575,0.237973501599152,0.00852103776557946,0.133333333333333
44,"A","conditional",0.151543806539419,0.0538298614987958,0.10970255616517,0.0264214798779041,0.668730549845814,0.238002262761634,0.00811341003367987,0.233333333333333
44,"A","decomposition",0.818114568487282,0.258480437256996,0.101553133251279,0.0255557283817473,0.668361422417268,0.237830629716552,0.000249431096747726,0.883333333333333
45,"A","input",0.0627789698454244,0.00375925363010355,0.0992664359525369,0.0215517484437907,0.677431959732481,0.24224296172014,0.00647491134129459,0.233333333333333
45,"A","conditional",0.16115705384644,0.0622199274868635,0.0992560750321293,0.0212904901382877,0.677428208992447,0.242242495319942,0.00637484753845845,0.233333333333333
45,"A","decomposition",0.852996029909207,0.304649407138895,0.0951717327845729,0.0207203905381211,0.677219473542357,0.242137855645555,3.03072058662137e-05,0.933333333333333
46,"A","input",0.0687195086344425,0.00469934177405773,0.127590585068671,0.0393746411129563,0.675951017869376,0.241547524431377,0.00682388245114776,0.216666666666667
46,"A","conditional",0.182932512802165,0.0726778139248142,0.126306769487552,0.0389953856205438,0.675770196804016,0.241457608809535,0.00655258324736776,0.233333333333333
46,"A","decomposition",0.858656614077047,0.337795688136875,0.122044534978786,0.0370508823039055,0.675592223633012,0.241370869293927,0.000160275147908856,0.9
47,"A","input",0.0577171919157081,0.00320615799996783,0.111960431896557,0.0249822706835509,0.68094606003781,0.2439645780971,0.00568403508084283,0.2
47,"A","conditional",0.166550497059019,0.0542447993830146,0.111331783411635,0.0248546618324446,0.680924210898729,0.243955905784336,0.00556504387355667,0.233333333333333
47,"A","decomposition",0.870550742258282,0.266439926076572,0.106434132582184,0.0242007805074712,0.680731992967132,0.24385981693189,0.000180006307969893,0.833333333333333
48,"A","input",0.0490635674032449,0.00351808447095602,0.0953195918271486,0.0294208522332201,0.674316081681112,0.2407315133597,0.00693292687200728,0.15
48,"A","conditional",0.156183129239881,0.0602452786152152,0.0942483630116787,0.0287908211096789,0.674349081996667,0.24074436866355,0.00648318107164716,0.2
48,"A","decomposition",0.84912922216099,0.294907459183265,0.088840990051753,0.0278217520129181,0.674104560702343,0.240630122300294,0.000145084404697791,0.85
49,"A","input",0.0457168369237688,0.00275577665251811,0.093513629023128,0.03586680533751,0.67219171373766,0.23970793860571,0.00693983720995182,0.2
49,"A","conditional",0.140767032757857,0.0447948923482775,0.091553464983425,0.0353516312830926,0.672064202577017,0.239644240264261,0.00668063770467402,0.266666666666667
49,"A","decomposition",0.896441869103487,0.24246219117522,0.0848276399852565,0.0313606804988886,0.671813729782668,0.239521719374766,8.15405624887975e-05,0.883333333333333
50,"A","input",0.055267064845469,0.0035360575246016,0.122132146894309,0.0218606137357505,0.683846541339251,0.245412545351469,0.00908671186910629,0.183333333333333
50,"A","conditional",0.152271478950615,0.0606132023273268,0.12119410896072,0.0218976064070813,0.683799015324391,0.245387856309462,0.00851445898274986,0.216666666666667
50,"A","decomposition",0.794766807823104,0.28466734317242,0.112910271668158,0.0211875142634959,0.683485824637146,0.245235965532596,6.55865710786722e-06,0.966666666666667
51,"A","input",0.0445021036708004,0.00344854936485354,0.106544107530621,0.0228293961136994,0.676292996099327,0.241729671055504,0.00548239775926808,0.166666666666667
51,"A","conditional",0.138602241651728,0.0541851202411384,0.105192566512408,0.0226288580998869,0.67625387421263,0.24170798977679,0.00522189277233754,0.2
51,"A","decomposition",0.757124106420668,0.264555263616657,0.100967856219269,0.0217387023642586,0.676045619909515,0.241605892476286,5.08899020286576e-05,0.933333333333333
52,"A","input",0.0679815573815044,0.00366198794289334,0.138778866850164,0.0338720759374302,0.672381647086581,0.239783363614055,0.0112904937182372,0.0666666666666667
52,"A","conditional",0.176143940191316,0.0511034253135961,0.138074461405933,0.0331814577400479,0.672317575973568,0.239752434076039,0.0111177377246329,0.0833333333333333
52,"A","decomposition",0.933413292116972,0.239950968491362,0.128358743255521,0.031039803065134,0.671689672302261,0.239446464835871,1.35166717909807e-05,0.95
53,"A","input",0.0523906733578577,0.00327243685034781,0.109103854082121,0.0363726011092843,0.68538783915688,0.24614959234653,0.00639788286729741,0.183333333333333
53,"A","conditional",0.144706968637651,0.0501425493574424,0.106764014146563,0.0365371336393428,0.685346500224635,0.246130129647862,0.00613663309569268,0.233333333333333
53,"A","decomposition",0.762216393733496,0.237557706175808,0.100603880005044,0.0351432712629232,0.685169202765469,0.246045276093135,3.20585300967485e-05,0.933333333333333
54,"A","input",0.0468788528215948,0.00429071935048863,0.109209512672495,0.0331768113232242,0.675788516733215,0.241441869213002,0.00679517607392794,0.116666666666667
54,"A","conditional",0.143174244815702,0.0603130258951996,0.109274798396328,0.0328264653593514,0.675812389063596,0.241450300741242,0.00640690422557478,0.15
54,"A","decomposition",0.736377692598578,0.270787399436791,0.103151077496534,0.0311299809269249,0.675683725594363,0.24139116859253,6.44169638802187e-06,0.983333333333333
55,"A","input",0.0533395144891964,0.00244206853707798,0.116676248247718,0.0308980089676652,0.675992605518614,0.24157202511546,0.0072607467846438,0.233333333333333
55,"A","conditional",0.159797923671944,0.0379263041589303,0.116424396487471,0.0306751161670474,0.675968424978906,0.241560164121802,0.00703452198279004,0.233333333333333
55,"A","decomposition",0.878297360307368,0.183289905833778,0.109919983522732,0.0294139650290189,0.675773575092508,0.241464217455835,2.53731763201527e-05,0.983333333333333
56,"A","input",0.042888450664615,0.00330147990397628,0.110174275652861,0.026518639022893,0.680185056381113,0.243587954089576,0.00814734572474353,0.15
56,"A","conditional",0.118224966398607,0.04473950494033,0.108234428667068,0.0262768425758736,0.680170297491097,0.243580362103311,0.00790400963257364,0.216666666666667
56,"A","decomposition",0.747453923600392,0.235394648355543,0.100169431212801,0.0250971610747979,0.68018419607667,0.243588635932607,5.53424574739493e-05,0.933333333333333
57,"A","input",0.0472100514003415,0.00441666233774832,0.099139174208673,0.0271909175070858,0.673946091919138,0.240558837393562,0.00790786119004746,0.2
57,"A","conditional",0.132119187732619,0.063537463107703,0.0989744137249325,0.0272656301978754,0.673869495693294,0.240522051384607,0.00770559398728518,0.216666666666667
57,"A","decomposition",0.836008327030601,0.370890749879611,0.093400971574052,0.0268390881848659,0.673927026713114,0.240552038792122,2.70008067206978e-05,0.933333333333333
58,"A","input",0.0627152856941106,0.00366920696039649,0.136279065235718,0.0307251614603027,0.676568472119931,0.241845928434691,0.00822014643540575,0.0833333333333333
58,"A","conditional",0.167128085331319,0.0544700041445268,0.136863920173333,0.0297080397101215,0.676561636729678,0.241842811259771,0.00795803583143753,0.116666666666667
58,"A","decomposition",0.815897922401746,0.237729057618736,0.127590064124477,0.0287689200808644,0.676676650258225,0.241900139232417,0.000105060580500145,0.916666666666667
59,"A","input",0.0524580653571233,0.00404115533984871,0.0999125821797286,0.0254972994426539,0.672918160201156,0.24006653170234,0.00641155409785701,0.133333333333333
59,"A","conditional",0.149632579172944,0.061237376927011,0.0992289299383989,0.025440847689506,0.672920278153608,0.240067451911482,0.00625125197983324,0.15
59,"A","decomposition",0.82314898787284,0.307357157008107,0.0929314301927386,0.0240464019858212,0.672932976995351,0.240073184722758,0.00014323769516292,0.933333333333333
60,"A","input",0.0482837949716877,0.00399092007032256,0.095388208059655,0.0354459044772681,0.677022727996189,0.242046893019941,0.0061321353160196,0.2
60,"A","conditional",0.13722125072133,0.0588731802669875,0.0942890764166638,0.0345790758353907,0.677036066788805,0.242053122660159,0.0058950978471832,0.216666666666667
60,"A","decomposition",0.782975613365152,0.335579473485461,0.0912797144678574,0.0335915649227646,0.677290151890646,0.24217828955081,8.02509413879576e-05,0.916666666666667
61,"A","input",0.0563881711578572,0.00410226268885901,0.112744181790982,0.0213977818331213,0.676478157662844,0.241783063550919,0.0070853989662967,0.183333333333333
61,"A","conditional",0.160745340504671,0.0717430272937954,0.112541025646,0.0211085198176741,0.676369871016626,0.241732891073336,0.00690368588585476,0.216666666666667
61,"A","decomposition",0.84124024457419,0.337921218754592,0.105708195387893,0.020177482006843,0.676343710945624,0.241715184432831,0.000103317989006918,0.933333333333333
62,"A","input",0.0497924427869916,0.00466009841410116,0.106439440224829,0.0415288539350017,0.670011773179502,0.238627204516927,0.007058816659204,0.233333333333333
62,"A","conditional",0.142901541048905,0.0693832546081183,0.104080780336661,0.0395312409727143,0.670079940545701,0.238660808380359,0.0067900135010329,0.25
